,state,name,type,city,county,enroll,mmr,overall,xrel,xmed,xper
23301,Minnesota,Middleton Elementary,,,Washington,90.0,95.56,92.06,4.33,1.95,4.44
23302,Minnesota,Centennial Elementary,,,Hennepin,67.0,95.52,92.06,4.33,1.95,6.29
23303,Minnesota,Birchview Elementary,,,Hennepin,89.0,95.51,92.06,4.33,2.25,2.25
23304,Minnesota,East Bethel Community Elementary,,,Anoka,89.0,95.51,92.06,4.33,1.95,4.49
23305,Minnesota,Sunnyside Elementary,,,Goodhue,222.0,95.5,92.06,4.33,1.95,3.6
23306,Minnesota,All Saints Catholic,,,Dakota,44.0,95.45,92.06,4.33,1.95,4.55
23307,Minnesota,Eastern Heights,,,Ramsey,66.0,95.45,92.06,4.33,1.95,6.29
23308,Minnesota,Eden Valley Elementary,,,Meeker,22.0,95.45,92.06,4.33,1.95,4.55
23309,Minnesota,Fisher Public,,,Polk,22.0,95.45,92.06,4.33,1.95,6.29
23310,Minnesota,Miltona Elementary,,,Douglas,22.0,95.45,92.06,4.33,1.95,4.55
23311,Minnesota,Minneota Public Schools,,,Lyon,44.0,95.45,92.06,4.33,1.95,6.29
23312,Minnesota,Rochester Montessori,,,Olmsted,22.0,95.45,92.06,4.33,1.95,6.29
23313,Minnesota,Stevenson Elementary,,,Anoka,110.0,95.45,92.06,4.33,1.95,4.55
23314,Minnesota,Waite Park Elementary,,,Hennepin,66.0,95.45,92.06,4.33,1.95,6.29
23315,Minnesota,Winsted Elementary,,,Wright,44.0,95.45,92.06,4.33,1.95,4.55
23316,Minnesota,Lk Crystal Welcome Memorial Elementary,,,Blue Earth,87.0,95.4,92.06,4.33,1.95,1.15
23317,Minnesota,Ben Mays,,,Ramsey,86.0,95.35,92.06,4.33,2.33,1.16
23318,Minnesota,Blue Heron Elementary,,,Anoka,129.0,95.35,92.06,4.33,1.95,3.88
23319,Minnesota,Highland Catholic,,,Ramsey,43.0,95.35,92.06,4.33,1.95,6.29
23320,Minnesota,Stowe Elementary,,,St. Louis,43.0,95.35,92.06,4.33,1.95,2.33
23321,Minnesota,Kennedy Elementary,,,Dakota,107.0,95.33,92.06,4.33,1.95,4.67
23322,Minnesota,Edgerton Elementary,,,Ramsey,64.0,95.31,92.06,4.33,1.95,1.56
23323,Minnesota,Hillcrest Elementary,,,Hennepin,64.0,95.31,92.06,4.33,1.95,3.13
23324,Minnesota,Mississippi Elementary,,,Anoka,64.0,95.31,92.06,4.33,1.95,6.29
23325,Minnesota,Warroad Elementary,,,Roseau,64.0,95.31,92.06,4.33,1.95,3.13
23326,Minnesota,Sanford Education Center,,,Chippewa,106.0,95.28,92.06,4.33,1.95,2.83
23327,Minnesota,Goodview Elementary,,,Winona,42.0,95.24,92.06,4.33,1.95,2.38
23328,Minnesota,Mahnomen Elementary,,,Mahnomen,63.0,95.24,92.06,4.33,1.95,4.76
23329,Minnesota,Pelican Rapids Elementary,,,Otter Tail,63.0,95.24,92.06,4.33,1.95,6.29
23330,Minnesota,Rush Creek Elementary,,,Hennepin,126.0,95.24,92.06,4.33,0.79,3.97
23331,Minnesota,Vista View Elementary,,,Dakota,63.0,95.24,92.06,4.33,1.95,4.76
23332,Minnesota,Humphrey Elementary,,,Wright,62.0,95.16,92.06,4.33,1.95,4.84
23333,Minnesota,Oxbow Creek Elementary,,,Hennepin,186.0,95.16,92.06,4.33,1.95,1.08
23334,Minnesota,Birch Lake Elementary,,,Ramsey,41.0,95.12,92.06,4.33,2.44,2.44
23335,Minnesota,Reede Gray Elementary,,,Redwood,82.0,95.12,92.06,4.33,1.95,2.44
23336,Minnesota,Watertown-Mayer Primary,,,Carver,102.0,95.1,92.06,4.33,0.98,0.98
23337,Minnesota,Lincoln Elementary,,,Morrison,61.0,95.08,92.06,4.33,1.95,4.92
23338,Minnesota,Pleasant View Elementary,,,Benton,122.0,95.08,92.06,4.33,1.95,4.1
23339,Minnesota,Saint Ambrose Of Woodbury,,,Washington,61.0,95.08,92.06,4.33,1.95,4.92
23340,Minnesota,Wadena-Deer Creek Elementary,,,Wadena,81.0,95.06,92.06,4.33,1.95,4.94
23341,Minnesota,Hutchinson West Elementary,,,McLeod,182.0,95.05,92.06,4.33,1.95,4.95
23342,Minnesota,Rogers Elementary,,,Sherburne,101.0,95.05,92.06,4.33,1.95,3.96
23343,Minnesota,Andersen Elementary,,,Washington,60.0,95.0,92.06,4.33,1.95,3.33
23344,Minnesota,Fond Du Lac Ojibwe,,,Carlton,20.0,95.0,92.06,4.33,1.95,6.29
23345,Minnesota,Minnewaska Elementary K-3,,,Pope,100.0,95.0,92.06,4.33,1.95,1.0
23346,Minnesota,Neill Elementary,,,Hennepin,60.0,95.0,92.06,4.33,1.67,3.33
23347,Minnesota,Park Brook Elementary,,,Hennepin,40.0,95.0,92.06,4.33,1.95,5.0
23348,Minnesota,Parkview Center Elementary,,,Ramsey,80.0,95.0,92.06,4.33,1.95,2.5
23349,Minnesota,Shirley Hills Primary,,,Hennepin,80.0,95.0,92.06,4.33,1.95,3.75
23350,Minnesota,St. Francis Elementary,,,Anoka,100.0,95.0,92.06,4.33,1.0,3.0
23351,Minnesota,Sun Path Elementary,,,Scott,100.0,95.0,92.06,4.33,1.95,5.0
23352,Minnesota,West Side Summit Charter,,,Ramsey,20.0,95.0,92.06,4.33,1.95,6.29
23353,Minnesota,Isanti Primary,,,Isanti,139.0,94.96,92.06,4.33,1.95,2.16
23354,Minnesota,Clearview Elementary,,,Stearns,79.0,94.94,92.06,4.33,1.95,5.06
23355,Minnesota,Orchard Lake Elementary,,,Dakota,78.0,94.87,92.06,4.33,1.95,3.85
23356,Minnesota,Southland Elementary,,,Mower,39.0,94.87,92.06,4.33,1.95,6.29
23357,Minnesota,Hilltop Primary,,,Hennepin,97.0,94.85,92.06,4.33,1.95,5.15
23358,Minnesota,Groveland Elementary,,,Hennepin,155.0,94.84,92.06,4.33,0.65,4.52
23359,Minnesota,M.W. Savage Elementary,,,Dakota,58.0,94.83,92.06,4.33,1.95,5.17
23360,Minnesota,Homecroft Elementary,,,St. Louis,58.0,94.83,92.06,4.33,1.95,1.72
23361,Minnesota,Aurora Charter,,,Hennepin,38.0,94.74,92.06,4.33,1.95,6.29
23362,Minnesota,Eagle View Elementary,,,Scott,76.0,94.74,92.06,4.33,1.95,5.26
23363,Minnesota,Jie Ming Mandarin Immersion Academy,,,Ramsey,76.0,94.74,92.06,4.33,1.95,2.63
23364,Minnesota,Medford Elementary,,,Steele,57.0,94.74,92.06,4.33,1.95,1.75
23365,Minnesota,Ridgeview Elementary,,,Hennepin,57.0,94.74,92.06,4.33,1.95,5.26
23366,Minnesota,Thomas Lake Elementary,,,Dakota,76.0,94.74,92.06,4.33,1.95,5.26
23367,Minnesota,Hidden Valley Elementary,,,Dakota,75.0,94.67,92.06,4.33,1.95,5.33
23368,Minnesota,Sheridan Hills Elementary,,,Hennepin,75.0,94.67,92.06,4.33,1.95,1.33
23369,Minnesota,Hassan Elementary,,,Sherburne,112.0,94.64,92.06,4.33,1.95,3.57
23370,Minnesota,Sweeney Elementary,,,Scott,112.0,94.64,92.06,4.33,1.95,4.46
23371,Minnesota,Annunciation,,,Hennepin,37.0,94.59,92.06,4.33,1.95,5.41
23372,Minnesota,Bayview Elementary,,,Carver,91.0,94.51,92.06,4.33,1.95,5.49
23373,Minnesota,North Star,,,St. Louis,91.0,94.51,92.06,4.33,1.95,1.1
23374,Minnesota,Echo Park Elementary,,,Dakota,127.0,94.49,92.06,4.33,1.95,3.94
23375,Minnesota,Adrian Elementary,,,Nobles,36.0,94.44,92.06,4.33,1.95,2.78
23376,Minnesota,Halverson Elementary,,,Freeborn,54.0,94.44,92.06,4.33,1.95,6.29
23377,Minnesota,St Andrews Catholic,,,Sherburne,18.0,94.44,92.06,4.33,1.95,5.56
23378,Minnesota,St John Lutheran,,,Redwood,18.0,94.44,92.06,4.33,1.95,5.56
23379,Minnesota,St Mary,,,Stearns,18.0,94.44,92.06,4.33,1.95,6.29
23380,Minnesota,St Michaels Catholic,,,Scott,18.0,94.44,92.06,4.33,1.95,5.56
23381,Minnesota,Westwood Elementary,,,Hennepin,72.0,94.44,92.06,4.33,1.95,5.56
23382,Minnesota,Oak Point Elementary,,,Hennepin,89.0,94.38,92.06,4.33,3.37,6.29
23383,Minnesota,Waterville Elementary,,,Le Sueur,53.0,94.34,92.06,4.33,1.95,3.77
23384,Minnesota,St Charles Borromeo,,,Hennepin,35.0,94.29,92.06,4.33,1.95,6.29
23385,Minnesota,Zanewood Community,,,Hennepin,70.0,94.29,92.06,4.33,1.95,6.29
23386,Minnesota,Skyview Community Elementary,,,Ramsey,87.0,94.25,92.06,4.33,1.15,4.6
23387,Minnesota,Barnum Elementary,,,Carlton,52.0,94.23,92.06,4.33,1.95,3.85
23388,Minnesota,Clear Springs Elementary,,,Hennepin,172.0,94.19,92.06,4.33,1.16,2.33
23389,Minnesota,Poplar Bridge Elementary,,,Hennepin,86.0,94.19,92.06,4.33,1.95,4.65
23390,Minnesota,Vento,,,Ramsey,86.0,94.19,92.06,4.33,1.95,1.16
23391,Minnesota,Rossman Elementary,,,Becker,103.0,94.17,92.06,4.33,1.95,3.88
23392,Minnesota,Fillmore Central Elementary,,,Fillmore,34.0,94.12,92.06,4.33,1.95,2.94
23393,Minnesota,First Lutheran Magneson,,,Ramsey,17.0,94.12,92.06,4.33,1.95,5.88
23394,Minnesota,Golden Lake Elementary,,,Anoka,68.0,94.12,92.06,4.33,1.95,4.41
23395,Minnesota,Roosevelt Elementary,,,Blue Earth,68.0,94.12,92.06,4.33,1.95,5.88
23396,Minnesota,St Johns Lutheran,,,Hennepin,17.0,94.12,92.06,4.33,1.95,5.88
23397,Minnesota,Trinity First Lutheran,,,Hennepin,17.0,94.12,92.06,4.33,1.95,5.88
23398,Minnesota,Valley Crossing Elementary,,,Washington,102.0,94.12,92.06,4.33,0.98,4.9
23399,Minnesota,Rice Lake Elementary,,,Hennepin,118.0,94.07,92.06,4.33,1.95,5.08
23400,Minnesota,Eastview Elementary,,,Dakota,101.0,94.06,92.06,4.33,1.95,5.94
23401,Minnesota,Wildwood Elementary,,,Washington,184.0,94.02,92.06,4.33,1.95,4.89
23402,Minnesota,Canby Elementary,,,Yellow Medicine,50.0,94.0,92.06,4.33,1.95,6.0
23403,Minnesota,Forest View Elementary,,,Washington,100.0,94.0,92.06,4.33,1.95,2.0
23404,Minnesota,Lincoln At Mann Elementary,,,Olmsted,50.0,94.0,92.06,4.33,1.95,6.0
23405,Minnesota,St Hubert Catholic,,,Carver,50.0,94.0,92.06,4.33,1.95,6.0
23406,Minnesota,Bluff View Elementary,,,Wabasha,83.0,93.98,92.06,4.33,1.95,6.02
23407,Minnesota,Banaadir Academy K-8,,,Hennepin,33.0,93.94,92.06,4.33,1.95,6.29
23408,Minnesota,Eagle Heights Spanish Immersion,,,Hennepin,132.0,93.94,92.06,4.33,0.76,5.3
23409,Minnesota,Hale Elementary,,,Hennepin,132.0,93.94,92.06,4.33,1.95,1.52
23410,Minnesota,School For All Seasons,,,Isanti,33.0,93.94,92.06,4.33,1.95,3.03
23411,Minnesota,Eden Lake Elementary,,,Hennepin,115.0,93.91,92.06,4.33,1.74,4.35
23412,Minnesota,Lyndale Elementary,,,Hennepin,82.0,93.9,92.06,4.33,1.95,4.88
23413,Minnesota,Lonsdale K-4,,,Le Sueur,49.0,93.88,92.06,4.33,1.95,6.12
23414,Minnesota,University Elementary,,,Anoka,98.0,93.88,92.06,4.33,1.95,5.1
23415,Minnesota,Oak Grove Elementary,,,Hennepin,65.0,93.85,92.06,4.33,1.95,3.08
23416,Minnesota,Westwood Elementary,,,Scott,65.0,93.85,92.06,4.33,3.08,1.54
23417,Minnesota,Willow Lane Elementary,,,Ramsey,81.0,93.83,92.06,4.33,1.23,3.7
23418,Minnesota,Roosevelt Elementary,,,Becker,113.0,93.81,92.06,4.33,1.95,3.54
23419,Minnesota,Castle Elementary,,,Ramsey,80.0,93.75,92.06,4.33,1.25,2.5
23420,Minnesota,Montrose Elementary,,,Wright,64.0,93.75,92.06,4.33,1.95,3.13
23421,Minnesota,Prince Of Peace Lutheran,,,Stearns,16.0,93.75,92.06,4.33,1.95,6.29
23422,Minnesota,Robbinsdale Steam,,,Hennepin,64.0,93.75,92.06,4.33,1.95,6.25
23423,Minnesota,Sioux Trail Elementary,,,Dakota,48.0,93.75,92.06,4.33,1.95,4.17
23424,Minnesota,St Annes,,,Le Sueur,16.0,93.75,92.06,4.33,1.95,6.25
23425,Minnesota,Win-E-Mac,,,Polk,32.0,93.75,92.06,4.33,1.95,6.25
23426,Minnesota,Lakes International Language Academy,,,Washington,127.0,93.7,92.06,4.33,1.95,5.51
23427,Minnesota,Kenny Elementary,,,Hennepin,79.0,93.67,92.06,4.33,1.95,6.29
23428,Minnesota,Park Terrace Elementary,,,Anoka,142.0,93.66,92.06,4.33,1.95,4.93
23429,Minnesota,Cottage Grove Elementary,,,Washington,63.0,93.65,92.06,4.33,1.95,6.35
23430,Minnesota,Oakwood Elementary,,,Hennepin,94.0,93.62,92.06,4.33,1.95,2.13
23431,Minnesota,Pine Island Elementary,,,Goodhue,141.0,93.62,92.06,4.33,1.95,5.67
23432,Minnesota,Beacon Academy,,,Hennepin,78.0,93.59,92.06,4.33,1.95,5.13
23433,Minnesota,Ascension,,,Hennepin,31.0,93.55,92.06,4.33,1.95,6.29
23434,Minnesota,Lake Country,,,Hennepin,31.0,93.55,92.06,4.33,1.95,6.45
23435,Minnesota,Victoria Elementary,,,Carver,124.0,93.55,92.06,4.33,1.95,4.84
23436,Minnesota,Matoska International,,,Ramsey,92.0,93.48,92.06,4.33,1.95,6.52
23437,Minnesota,Newport Elementary,,,Washington,46.0,93.48,92.06,4.33,1.95,2.17
23438,Minnesota,Lincoln Elementary,,,Beltrami,76.0,93.42,92.06,4.33,1.95,2.63
23439,Minnesota,Princeton Primary School K-2,,,Mille Lacs,241.0,93.36,92.06,4.33,1.95,3.73
23440,Minnesota,Ellsworth Elementary,,,Nobles,15.0,93.33,92.06,4.33,1.95,6.67
23441,Minnesota,Jordan Elementary,,,Scott,120.0,93.33,92.06,4.33,0.83,5.83
23442,Minnesota,La Academia,,,Carver,75.0,93.33,92.06,4.33,1.95,6.67
23443,Minnesota,Lincoln Elementary,,,Douglas,75.0,93.33,92.06,4.33,1.95,4.0
23444,Minnesota,Meadowvale Elementary,,,Sherburne,90.0,93.33,92.06,4.33,1.95,6.67
23445,Minnesota,Pope John Paul Ii,,,Hennepin,15.0,93.33,92.06,4.33,1.95,6.29
23446,Minnesota,St Croix Preparatory Academy,,,Washington,90.0,93.33,92.06,4.33,1.95,5.56
23447,Minnesota,St. Mary Catholic,,,Stevens,15.0,93.33,92.06,4.33,1.95,6.67
23448,Minnesota,Washington Elementary,,,Olmsted,60.0,93.33,92.06,4.33,1.95,1.67
23449,Minnesota,Fernbrook Elementary,,,Hennepin,119.0,93.28,92.06,4.33,1.95,6.72
23450,Minnesota,Mendota Elementary,,,Dakota,88.0,93.18,92.06,4.33,1.95,4.55
23451,Minnesota,Becker Primary,,,Sherburne,204.0,93.14,92.06,4.33,1.95,6.37
23452,Minnesota,Annandale Elementary,,,Wright,145.0,93.1,92.06,4.33,1.95,6.9
23453,Minnesota,Blessed Trinity-Penn Campus,,,Hennepin,29.0,93.1,92.06,4.33,3.45,6.29
23454,Minnesota,Northview Elementary,,,Dakota,87.0,93.1,92.06,4.33,1.95,5.75
23455,Minnesota,Oak View Elementary,,,Hennepin,87.0,93.1,92.06,4.33,1.95,4.6
23456,Minnesota,Richardson Elementary,,,Ramsey,87.0,93.1,92.06,4.33,1.95,4.6
23457,Minnesota,Chatfield Elementary,,,Scott,144.0,93.06,92.06,4.33,0.69,6.25
23458,Minnesota,Creek Valley Elementary,,,Hennepin,86.0,93.02,92.06,4.33,1.95,6.98
23459,Minnesota,Lake Park Elementary,,,Becker,43.0,93.02,92.06,4.33,1.95,6.98
23460,Minnesota,Magelssen Elementary,,,Polk,43.0,93.02,92.06,4.33,1.95,4.65
23461,Minnesota,Whittier Park International Elementary,,,Hennepin,86.0,93.02,92.06,4.33,1.95,6.29
23462,Minnesota,Aquila Elementary,,,Hennepin,100.0,93.0,92.06,4.33,1.95,2.0
23463,Minnesota,Greenvale Park Elementary,,,Rice,85.0,92.94,92.06,4.33,1.95,5.88
23464,Minnesota,Piedmont Elementary,,,St. Louis,99.0,92.93,92.06,4.33,1.95,6.06
23465,Minnesota,Lincoln Elementary,,,Sherburne,113.0,92.92,92.06,4.33,1.95,7.08
23466,Minnesota,Forest Hills Elementary,,,Hennepin,98.0,92.86,92.06,4.33,1.02,6.12
23467,Minnesota,Hendricks Public,,,Lincoln,14.0,92.86,92.06,4.33,1.95,6.29
23468,Minnesota,Houston Elementary,,,Houston,28.0,92.86,92.06,4.33,1.95,6.29
23469,Minnesota,Lincoln Elementary,,,McLeod,98.0,92.86,92.06,4.33,1.95,5.1
23470,Minnesota,Moose Lake Elementary,,,Carlton,56.0,92.86,92.06,4.33,1.95,1.79
23471,Minnesota,Parkview Elementary,,,Dakota,154.0,92.86,92.06,4.33,1.95,2.6
23472,Minnesota,Rochester Arts And Science Academy,,,Olmsted,14.0,92.86,92.06,4.33,1.95,6.29
23473,Minnesota,St John The Baptist-Vermillion,,,Dakota,14.0,92.86,92.06,4.33,1.95,7.14
23474,Minnesota,Taylors Falls Elementary,,,Chisago,56.0,92.86,92.06,4.33,1.95,7.14
23475,Minnesota,West Central Area North Elementary,,,Grant,28.0,92.86,92.06,4.33,1.95,3.57
23476,Minnesota,Five Hawks Elementary,,,Scott,97.0,92.78,92.06,4.33,1.03,2.06
23477,Minnesota,Cohasset Elementary,,,Itasca,69.0,92.75,92.06,4.33,1.95,4.35
23478,Minnesota,Crestview Elementary,,,Washington,55.0,92.73,92.06,4.33,1.95,3.64
23479,Minnesota,Noble Academy,,,Hennepin,110.0,92.73,92.06,4.33,1.95,6.29
23480,Minnesota,Lowell Elementary,,,St. Louis,96.0,92.71,92.06,4.33,1.95,6.29
23481,Minnesota,Delano Elementary,,,Wright,150.0,92.67,92.06,4.33,1.95,5.33
23482,Minnesota,Cuyuna Range Elementary,,,Crow Wing,68.0,92.65,92.06,4.33,1.95,7.35
23483,Minnesota,Pacelli Catholic Schools,,,Mower,27.0,92.59,92.06,4.33,1.95,3.7
23484,Minnesota,Sauk Centre Elementary,,,Stearns,81.0,92.59,92.06,4.33,1.95,4.94
23485,Minnesota,Woodcrest Elementary,,,Anoka,108.0,92.59,92.06,4.33,3.7,3.7
23486,Minnesota,Mckinley Elementary,,,Otter Tail,202.0,92.57,92.06,4.33,1.95,5.94
23487,Minnesota,Zimmerman Elementary,,,Sherburne,188.0,92.55,92.06,4.33,1.95,6.91
23488,Minnesota,Pioneer Elementary,,,Morrison,67.0,92.54,92.06,4.33,1.95,4.48
23489,Minnesota,Countryside Elementary,,,Hennepin,80.0,92.5,92.06,4.33,1.25,5.0
23490,Minnesota,Global Academy,,,Anoka,53.0,92.45,92.06,4.33,1.95,6.29
23491,Minnesota,Lowell Elementary,,,Crow Wing,66.0,92.42,92.06,4.33,1.95,4.55
23492,Minnesota,Bancroft Elementary,,,Hennepin,92.0,92.39,92.06,4.33,1.95,1.09
23493,Minnesota,All Saints Academy - St Cloud Campus,,,Stearns,26.0,92.31,92.06,4.33,1.95,6.29
23494,Minnesota,Assumption,,,St. Louis,13.0,92.31,92.06,4.33,1.95,7.69
23495,Minnesota,Dorothy Dodds Elementary,,,Clay,143.0,92.31,92.06,4.33,1.95,0.7
23496,Minnesota,King Of Kings Lutheran,,,Ramsey,13.0,92.31,92.06,4.33,1.95,6.29
23497,Minnesota,Oak Hills Elementary,,,Dakota,91.0,92.31,92.06,4.33,1.95,6.59
23498,Minnesota,Our Lady Of Peace,,,Hennepin,13.0,92.31,92.06,4.33,1.95,6.29
23499,Minnesota,Randolph Heights,,,Ramsey,78.0,92.31,92.06,4.33,1.95,6.41
23500,Minnesota,Rollingstone Community Elementary,,,Winona,13.0,92.31,92.06,4.33,1.95,6.29
23501,Minnesota,Sacred Heart,,,Todd,13.0,92.31,92.06,4.33,1.95,6.29
23502,Minnesota,St. Helena,,,Hennepin,13.0,92.31,92.06,4.33,1.95,6.29
23503,Minnesota,True Light Christian,,,Lyon,13.0,92.31,92.06,4.33,1.95,7.69
23504,Minnesota,Willow River Elementary,,,Pine,26.0,92.31,92.06,4.33,1.95,6.29
23505,Minnesota,Cambridge Primary,,,Isanti,168.0,92.26,92.06,4.33,1.95,4.17
23506,Minnesota,Farmington Elementary,,,Dakota,90.0,92.22,92.06,4.33,1.95,4.44
23507,Minnesota,Otsego Elementary,,,Sherburne,90.0,92.22,92.06,4.33,1.95,7.78
23508,Minnesota,Parkview El,,,St. Louis,128.0,92.19,92.06,4.33,1.95,4.69
23509,Minnesota,Redtail Ridge Elemenatary,,,Scott,127.0,92.13,92.06,4.33,1.95,6.3
23510,Minnesota,Cherry Elementary,,,St. Louis,38.0,92.11,92.06,4.33,1.95,7.89
23511,Minnesota,Rutherford Elementary,,,Washington,76.0,92.11,92.06,4.33,1.95,5.26
23512,Minnesota,South Terrace Elementary,,,Carlton,38.0,92.11,92.06,4.33,2.63,5.26
23513,Minnesota,Davinci Academy,,,Anoka,100.0,92.0,92.06,4.33,1.0,5.0
23514,Minnesota,Fertile-Beltrami Elementary,,,Polk,25.0,92.0,92.06,4.33,1.95,4.0
23515,Minnesota,Frazee Elementary,,,Becker,50.0,92.0,92.06,4.33,1.95,8.0
23516,Minnesota,Horace Mann,,,Ramsey,75.0,92.0,92.06,4.33,1.95,6.29
23517,Minnesota,Lecenter K-8,,,Le Sueur,50.0,92.0,92.06,4.33,2.0,2.0
23518,Minnesota,Pequot Lakes Elementary,,,Crow Wing,112.0,91.96,92.06,4.33,1.95,4.46
23519,Minnesota,Mckinley Elementary,,,Steele,87.0,91.95,92.06,4.33,1.95,5.75
23520,Minnesota,Kennedy Elementary,,,Blue Earth,62.0,91.94,92.06,4.33,1.95,6.45
23521,Minnesota,East Central Elementary,,,Pine,37.0,91.89,92.06,4.33,1.95,6.29
23522,Minnesota,Hiawatha Leadership Academy-Northrop,,,Hennepin,74.0,91.89,92.06,4.33,1.95,6.29
23523,Minnesota,Holdingford Elementary,,,Stearns,74.0,91.89,92.06,4.33,1.95,6.76
23524,Minnesota,Adams,,,Ramsey,110.0,91.82,92.06,4.33,1.95,4.55
23525,Minnesota,Scenic Heights Elementary,,,Hennepin,122.0,91.8,92.06,4.33,1.64,3.28
23526,Minnesota,Evergreen Park Elementary,,,Hennepin,73.0,91.78,92.06,4.33,1.95,6.29
23527,Minnesota,Long Prairie Elementary,,,Todd,73.0,91.78,92.06,4.33,1.95,5.48
23528,Minnesota,Nuevas Fronteras Spanish Immersion,,,Washington,73.0,91.78,92.06,4.33,1.37,6.85
23529,Minnesota,Holy Rosary,,,St. Louis,36.0,91.67,92.06,4.33,5.56,6.29
23530,Minnesota,Lakeview Christian Academy,,,St. Louis,12.0,91.67,92.06,4.33,1.95,8.33
23531,Minnesota,Maple Lake Elementary,,,Wright,48.0,91.67,92.06,4.33,1.95,2.08
23532,Minnesota,Minnehaha Intermediate Elementary,,,Lake,60.0,91.67,92.06,4.33,1.67,5.0
23533,Minnesota,Oak Hill Montessori,,,Ramsey,12.0,91.67,92.06,4.33,1.95,6.29
23534,Minnesota,Osakis Sec.,,,Douglas,48.0,91.67,92.06,4.33,1.95,8.33
23535,Minnesota,Our Lady Of The Lake,,,Hennepin,12.0,91.67,92.06,4.33,1.95,8.33
23536,Minnesota,Prairie Seeds Academy,,,Hennepin,60.0,91.67,92.06,4.33,1.95,6.29
23537,Minnesota,Riverside Christian,,,Polk,12.0,91.67,92.06,4.33,1.95,8.33
23538,Minnesota,Saints Peter & Paul,,,Stearns,12.0,91.67,92.06,4.33,1.95,6.29
23539,Minnesota,Spero Academy,,,,12.0,91.67,92.06,4.33,1.95,8.33
23540,Minnesota,St Mary Help Of Christians,,,Stearns,12.0,91.67,92.06,4.33,1.95,8.33
23541,Minnesota,Team Academy,,,Kandiyohi,12.0,91.67,92.06,4.33,1.95,6.29
23542,Minnesota,Twin Cities German Immersion Chrtr,,,Ramsey,72.0,91.67,92.06,4.33,1.95,1.39
23543,Minnesota,St. Anthony Park,,,Ramsey,95.0,91.58,92.06,4.33,1.95,3.16
23544,Minnesota,Valley View Elementary,,,Hennepin,71.0,91.55,92.06,4.33,1.95,4.23
23545,Minnesota,Jefferson Elementary,,,Hennepin,47.0,91.49,92.06,4.33,1.95,6.29
23546,Minnesota,S. G. Reinertsen Elementary,,,Clay,129.0,91.47,92.06,4.33,1.95,2.33
23547,Minnesota,Hawthorne Elementary,,,Freeborn,70.0,91.43,92.06,4.33,1.95,1.43
23548,Minnesota,Northside Elementary,,,Swift,70.0,91.43,92.06,4.33,1.95,2.86
23549,Minnesota,St Joseph,,,Clay,35.0,91.43,92.06,4.33,1.95,8.57
23550,Minnesota,Wyoming Elementary,,,Washington,81.0,91.36,92.06,4.33,1.95,8.64
23551,Minnesota,Deephaven Elementary,,,Hennepin,104.0,91.35,92.06,4.33,1.95,5.77
23552,Minnesota,Southview Elementary,,,Dakota,104.0,91.35,92.06,4.33,1.95,3.85
23553,Minnesota,Bluffview Montessori,,,Winona,23.0,91.3,92.06,4.33,1.95,4.35
23554,Minnesota,Sawtooth Mountain Elementary,,,Cook,23.0,91.3,92.06,4.33,1.95,6.29
23555,Minnesota,St Francis Xavier Elementary,,,Wright,23.0,91.3,92.06,4.33,1.95,8.7
23556,Minnesota,St Mary Of Mt Carmel,,,Todd,23.0,91.3,92.06,4.33,1.95,8.7
23557,Minnesota,W.H.A. Elementary,,,Cass,69.0,91.3,92.06,4.33,1.95,7.25
23558,Minnesota,Brimhall Elementary,,,Ramsey,103.0,91.26,92.06,4.33,1.95,4.85
23559,Minnesota,Park Christian,,,Clay,34.0,91.18,92.06,4.33,1.95,8.82
23560,Minnesota,Riverview,,,Ramsey,68.0,91.18,92.06,4.33,1.95,6.29
23561,Minnesota,Dover-Eyota Elementary,,,Olmsted,79.0,91.14,92.06,4.33,1.95,2.53
23562,Minnesota,Rahn Elementary,,,Dakota,45.0,91.11,92.06,4.33,1.95,6.67
23563,Minnesota,Round Lake-Brewster Public Schools,,,Nobles,45.0,91.11,92.06,4.33,1.95,6.29
23564,Minnesota,Tracy Elementary,,,Lyon,45.0,91.11,92.06,4.33,1.95,6.29
23565,Minnesota,Alice Smith Elementary,,,Hennepin,67.0,91.04,92.06,4.33,1.95,8.96
23566,Minnesota,Dassel Elementary,,,Wright,67.0,91.04,92.06,4.33,1.95,8.96
23567,Minnesota,Crooked Lake Elementary,,,Anoka,78.0,91.03,92.06,4.33,1.95,3.85
23568,Minnesota,Kennedy Elementary,,,Stearns,78.0,91.03,92.06,4.33,2.56,3.85
23569,Minnesota,Lakeview Elementary,,,Dakota,89.0,91.01,92.06,4.33,3.37,5.62
23570,Minnesota,Southview Elementary,,,Carver,111.0,90.99,92.06,4.33,1.95,9.01
23571,Minnesota,College Prep Elementary,,,Ramsey,44.0,90.91,92.06,4.33,1.95,6.29
23572,Minnesota,Immanuel Lutheran,,,Blue Earth,11.0,90.91,92.06,4.33,1.95,6.29
23573,Minnesota,J.A. Hughes Elementary,,,Red Lake,33.0,90.91,92.06,4.33,3.03,3.03
23574,Minnesota,Lincoln Elementary,,,Stearns,66.0,90.91,92.06,4.33,1.95,6.29
23575,Minnesota,Nerstrand Charter,,,Rice,22.0,90.91,92.06,4.33,1.95,4.55
23576,Minnesota,Owatonna Christian,,,Steele,11.0,90.91,92.06,4.33,9.09,6.29
