,state,name,type,city,county,enroll,mmr,overall,xrel,xmed,xper
13047,Florida,Arlington Elementary,,,,36.0,94.35,94.44,3.69,2.04,7.04
13048,Florida,Atlantis Elementary,,,,90.0,94.35,94.44,3.333333333,2.04,7.04
13049,Florida,Bay Vista Fundamental Elementary,,,,108.0,94.35,94.44,1.851851852,2.04,7.04
13050,Florida,Central Riverside Elementary,,,,54.0,94.35,94.44,3.69,2.04,7.04
13051,Florida,Crown Point Elementary,,,,144.0,94.35,94.44,3.472222222,2.04,7.04
13052,Florida,Curtis Fundamental Elementary,,,,90.0,94.35,94.44,3.333333333,2.04,7.04
13053,Florida,Forest Park Elementary,,,,72.0,94.35,94.44,3.69,2.04,7.04
13054,Florida,Healthy Learning Academy Charter,,,,18.0,94.35,94.44,3.69,2.04,7.04
13055,Florida,Innovation Charter,,,,90.0,94.35,94.44,4.444444444,2.04,7.04
13056,Florida,John F. Turner Senior Elementary,,,,54.0,94.35,94.44,1.851851852,2.04,7.04
13057,Florida,Lithia Springs Elementary,,,,90.0,94.35,94.44,3.69,2.04,7.04
13058,Florida,Liza Jackson Preparatory,,,,90.0,94.35,94.44,4.444444444,2.04,7.04
13059,Florida,Magnolia Montessori Academy,,,,18.0,94.35,94.44,5.555555556,2.04,7.04
13060,Florida,Manatee School Of Arts/Sciences,,,,18.0,94.35,94.44,5.555555556,2.04,7.04
13061,Florida,Oakridge Elementary,,,,72.0,94.35,94.44,1.388888889,2.04,7.04
13062,Florida,Parkway Elementary,,,,54.0,94.35,94.44,3.703703704,2.04,7.04
13063,Florida,Pineloch Elementary,,,,144.0,94.35,94.44,1.388888889,0.694444444,7.04
13064,Florida,Pleasant Grove Elementary,,,,108.0,94.35,94.44,2.777777778,2.04,7.04
13065,Florida,Poinciana Park Elementary,,,,36.0,94.35,94.44,2.777777778,2.04,7.04
13066,Florida,Sculptor Charter,,,,54.0,94.35,94.44,3.703703704,1.851851852,7.04
13067,Florida,The One Room School House Project,,,,54.0,94.35,94.44,1.851851852,2.04,7.04
13068,Florida,Waterleaf Elementary,,,,126.0,94.35,94.44,2.380952381,2.04,7.04
13069,Florida,Wewahitchka Elementary,,,,54.0,94.35,94.44,3.703703704,2.04,7.04
13070,Florida,Whispering Winds Charter,,,,18.0,94.35,94.44,5.555555556,2.04,7.04
13071,Florida,Warfield Elementary,,,,143.0,94.35,94.41,1.398601399,2.04,7.04
13072,Florida,Springhead Elementary,,,,125.0,94.35,94.4,3.69,2.04,7.04
13073,Florida,Boyette Springs Elementary,,,,107.0,94.35,94.39,3.69,2.04,7.04
13074,Florida,Village Elementary,,,,107.0,94.35,94.39,1.869158879,2.04,7.04
13075,Florida,New Berlin Elementary,,,,196.0,94.35,94.39,2.5510204080000003,0.510204082,7.04
13076,Florida,Five Points Elementary,,,,89.0,94.35,94.38,2.247191011,2.04,7.04
13077,Florida,Banyan Creek Elementary,,,,142.0,94.35,94.37,5.633802817,2.04,7.04
13078,Florida,Madison Street Academy Of Visual And Performing Arts,,,,71.0,94.35,94.37,5.633802817,2.04,7.04
13079,Florida,The Kindergarten Learning Center,,,,355.0,94.35,94.37,2.5352112680000003,2.04,7.04
13080,Florida,Kate Sullivan Elementary,,,,106.0,94.35,94.34,3.773584906,2.04,7.04
13081,Florida,Kids Community College Riverview South,,,,53.0,94.35,94.34,3.773584906,2.04,7.04
13082,Florida,Christina M. Eve Elementary,,,,88.0,94.35,94.32,2.272727273,1.136363636,7.04
13083,Florida,Vero Beach Elementary,,,,88.0,94.35,94.32,3.409090909,2.04,7.04
13084,Florida,Imagine Schools At South Lake,,,,123.0,94.35,94.31,4.06504065,0.81300813,7.04
13085,Florida,Pembroke Pines Charter Element,,,,298.0,94.35,94.3,3.0201342280000003,0.33557047,7.04
13086,Florida,Avalon Elementary,,,,105.0,94.35,94.29,1.904761905,2.04,7.04
13087,Florida,Pine Grove Elementary,,,,70.0,94.35,94.29,3.69,2.04,7.04
13088,Florida,Pleasant Hill Elementary,,,,105.0,94.35,94.29,4.761904762,2.04,7.04
13089,Florida,Robert Willis Elementary,,,,105.0,94.35,94.29,3.80952381,2.04,7.04
13090,Florida,Frank M. Golson Elementary,,,,244.0,94.35,94.26,0.409836066,2.04,7.04
13091,Florida,Rymfire Elementary,,,,122.0,94.35,94.26,2.459016393,2.04,7.04
13092,Florida,Bridgeprep Academy Of Village Green,,,,87.0,94.35,94.25,2.298850575,1.149425287,7.04
13093,Florida,Brooker Creek Elementary,,,,87.0,94.35,94.25,3.448275862,2.04,7.04
13094,Florida,Lantana Elementary,,,,87.0,94.35,94.25,3.448275862,2.04,7.04
13095,Florida,Boca Raton Elementary,,,,52.0,94.35,94.23,1.923076923,2.04,7.04
13096,Florida,Combee Academy Of Design And Engineering,,,,104.0,94.35,94.23,1.923076923,2.04,7.04
13097,Florida,Gulf Beaches Elementary Magnet,,,,52.0,94.35,94.23,5.769230769,2.04,7.04
13098,Florida,Pinecrest Academy (North Campus),,,,52.0,94.35,94.23,3.69,1.923076923,7.04
13099,Florida,Plato Academy Clearwater,,,,52.0,94.35,94.23,3.846153846,2.04,7.04
13100,Florida,Yates Elementary,,,,104.0,94.35,94.23,1.923076923,2.04,7.04
13101,Florida,English Estates Elementary,,,,138.0,94.35,94.2,5.797101449,2.04,7.04
13102,Florida,Fulford Elementary,,,,69.0,94.35,94.2,3.69,2.898550725,7.04
13103,Florida,Neptune Beach Elementary,,,,138.0,94.35,94.2,3.623188406,2.04,7.04
13104,Florida,Rampello K-8 Magnet,,,,69.0,94.35,94.2,2.898550725,2.04,7.04
13105,Florida,Three Points Elementary,,,,69.0,94.35,94.2,3.69,1.4492753619999998,7.04
13106,Florida,Bear Lake Elementary,,,,155.0,94.35,94.19,3.870967742,0.64516129,7.04
13107,Florida,Koa Elementary,,,,86.0,94.35,94.19,2.325581395,2.04,7.04
13108,Florida,Schwarzkopf Elementary,,,,86.0,94.35,94.19,4.651162791,2.04,7.04
13109,Florida,Tedder Elementary,,,,86.0,94.35,94.19,3.69,2.04,7.04
13110,Florida,Duval Charter School At Mandarin,,,,103.0,94.35,94.17,3.69,0.970873786,7.04
13111,Florida,Beauclerc Elementary,,,,120.0,94.35,94.17,3.333333333,2.04,7.04
13112,Florida,Lawnwood Elementary,,,,120.0,94.35,94.17,0.833333333,0.833333333,7.04
13113,Florida,Avant Garde Academy K8 Osceola,,,,17.0,94.35,94.12,3.69,2.04,7.04
13114,Florida,Burns Science And Technology Charter,,,,51.0,94.35,94.12,1.960784314,1.960784314,7.04
13115,Florida,Carlton Palmore Elementary,,,,68.0,94.35,94.12,2.9411764710000003,2.04,7.04
13116,Florida,Discovery Elementary,,,,85.0,94.35,94.12,5.8823529410000015,2.04,7.04
13117,Florida,Gorrie Elementary,,,,68.0,94.35,94.12,2.9411764710000003,2.04,7.04
13118,Florida,High Point Elementary,,,,102.0,94.35,94.12,0.980392157,2.04,7.04
13119,Florida,Indian River Academy,,,,68.0,94.35,94.12,1.470588235,2.04,7.04
13120,Florida,J. Allen Axson Elementary,,,,85.0,94.35,94.12,5.8823529410000015,2.04,7.04
13121,Florida,John Snively Elementary,,,,85.0,94.35,94.12,2.352941176,2.04,7.04
13122,Florida,Nap Ford Community Charter,,,,17.0,94.35,94.12,3.69,2.04,7.04
13123,Florida,R. C. Lipscomb Elementary,,,,119.0,94.35,94.12,4.201680672,2.04,7.04
13124,Florida,Royal Palm Charter,,,,34.0,94.35,94.12,5.8823529410000015,2.04,7.04
13125,Florida,Sand Pine Elementary,,,,85.0,94.35,94.12,2.352941176,2.04,7.04
13126,Florida,Sessums Elementary,,,,136.0,94.35,94.12,0.735294118,2.04,7.04
13127,Florida,Somerset Preparatory Academy,,,,17.0,94.35,94.12,3.69,2.04,7.04
13128,Florida,Somerset Village Academy,,,,34.0,94.35,94.12,2.9411764710000003,2.04,7.04
13129,Florida,Starlight Cove Elementary,,,,102.0,94.35,94.12,3.69,2.04,7.04
13130,Florida,Suncoast School For Innovative Studies,,,,34.0,94.35,94.12,5.8823529410000015,2.04,7.04
13131,Florida,Sweetwater Elementary,,,,68.0,94.35,94.12,1.470588235,2.04,7.04
13132,Florida,Taylor Ranch Elementary,,,,102.0,94.35,94.12,3.921568627,2.04,7.04
13133,Florida,Washington Elementary Magnet,,,,51.0,94.35,94.12,1.960784314,2.04,7.04
13134,Florida,Fox Trail Elementary,,,,169.0,94.35,94.08,4.7337278110000005,2.04,7.04
13135,Florida,Riverglades Elementary,,,,152.0,94.35,94.08,5.263157895,2.04,7.04
13136,Florida,Round Lake Elementary,,,,152.0,94.35,94.08,4.6052631580000005,2.04,7.04
13137,Florida,Castle Creek Elementary,,,,118.0,94.35,94.07,0.847457627,2.04,7.04
13138,Florida,Eagle Ridge Elementary,,,,118.0,94.35,94.07,5.93220339,2.04,7.04
13139,Florida,Lake Forest Elementary,,,,101.0,94.35,94.06,0.99009901,2.04,7.04
13140,Florida,Riverdale Elementary,,,,101.0,94.35,94.06,1.98019802,2.04,7.04
13141,Florida,Kendale Lakes Elementary,,,,84.0,94.35,94.05,1.19047619,1.19047619,7.04
13142,Florida,Maniscalco Elementary,,,,84.0,94.35,94.05,3.571428571,2.04,7.04
13143,Florida,Palmetto Elementary,,,,84.0,94.35,94.05,1.19047619,2.04,7.04
13144,Florida,Park Springs Elementary,,,,168.0,94.35,94.05,4.761904762,2.04,7.04
13145,Florida,Kimbell Elementary,,,,67.0,94.35,94.03,3.69,2.04,7.04
13146,Florida,North Fork Elementary,,,,67.0,94.35,94.03,1.492537313,2.04,7.04
13147,Florida,Cypress Springs Elementary,,,,117.0,94.35,94.02,5.128205128,2.04,7.04
13148,Florida,Lighthouse Elementary,,,,234.0,94.35,94.02,4.700854701,2.04,7.04
13149,Florida,Astatula Elementary,,,,100.0,94.35,94.0,2.0,2.04,7.04
13150,Florida,Boggy Creek Elementary,,,,100.0,94.35,94.0,2.0,2.04,7.04
13151,Florida,Lake St. George Elementary,,,,100.0,94.35,94.0,4.0,2.04,7.04
13152,Florida,Nathan B. Young Elementary,,,,50.0,94.35,94.0,3.69,2.04,7.04
13153,Florida,Calusa Elementary,,,,83.0,94.35,93.98,2.4096385540000003,2.04,7.04
13154,Florida,Folsom Elementary,,,,83.0,94.35,93.98,1.204819277,2.04,7.04
13155,Florida,Lincoln Avenue Academy,,,,83.0,94.35,93.98,3.614457831,2.04,7.04
13156,Florida,Tinker K-8,,,,83.0,94.35,93.98,1.204819277,2.04,7.04
13157,Florida,Cypress Creek Elementary,,,,116.0,94.35,93.97,5.1724137930000005,2.04,7.04
13158,Florida,East Lake Elementary,,,,116.0,94.35,93.97,1.724137931,0.8620689659999999,7.04
13159,Florida,Belle Terre Elementary,,,,165.0,94.35,93.94,4.848484848,2.04,7.04
13160,Florida,Camelot Elementary,,,,99.0,94.35,93.94,3.03030303,2.04,7.04
13161,Florida,Fairlawn Elementary,,,,99.0,94.35,93.94,3.69,2.04,7.04
13162,Florida,Lone Star Elementary,,,,66.0,94.35,93.94,6.0606060610000005,2.04,7.04
13163,Florida,Marion Charter,,,,33.0,94.35,93.94,6.0606060610000005,2.04,7.04
13164,Florida,Palm River Elementary,,,,66.0,94.35,93.94,3.69,2.04,7.04
13165,Florida,Panther Run Elementary,,,,66.0,94.35,93.94,3.03030303,2.04,7.04
13166,Florida,Somerset Academy Jfk Charter,,,,66.0,94.35,93.94,3.03030303,2.04,7.04
13167,Florida,Lewis E. Wadsworth Elementary,,,,115.0,94.35,93.91,4.347826087,2.04,7.04
13168,Florida,Veterans Memorial Elementary,,,,115.0,94.35,93.91,5.217391304,2.04,7.04
13169,Florida,Banyan Elementary,,,,82.0,94.35,93.9,4.87804878,2.04,7.04
13170,Florida,Central Avenue Elementary,,,,82.0,94.35,93.9,3.658536585,2.04,7.04
13171,Florida,Chaires Elementary,,,,82.0,94.35,93.9,6.0975609760000005,2.04,7.04
13172,Florida,Forsyth Woods Elementary,,,,82.0,94.35,93.9,3.69,2.04,7.04
13173,Florida,Oakcrest Elementary,,,,82.0,94.35,93.9,1.219512195,2.04,7.04
13174,Florida,Oneco Elementary,,,,82.0,94.35,93.9,2.43902439,2.04,7.04
13175,Florida,Pinewood Elementary,,,,82.0,94.35,93.9,3.658536585,2.04,7.04
13176,Florida,Seminole Springs Elementary,,,,82.0,94.35,93.9,3.658536585,2.04,7.04
13177,Florida,Baldwin Park Elementary,,,,131.0,94.35,93.89,4.580152672,2.04,7.04
13178,Florida,Cimino Elementary,,,,131.0,94.35,93.89,2.290076336,2.04,7.04
13179,Florida,Miami Lakes K-8 Center,,,,131.0,94.35,93.89,3.053435115,0.763358779,7.04
13180,Florida,Villages Charter,,,,229.0,94.35,93.89,2.620087336,2.04,7.04
13181,Florida,Lincoln Park Elementary,,,,49.0,94.35,93.88,2.040816327,2.04,7.04
13182,Florida,Lorah Park Elementary,,,,49.0,94.35,93.88,4.081632653,2.04,7.04
13183,Florida,Ortega Elementary,,,,49.0,94.35,93.88,2.040816327,2.04,7.04
13184,Florida,Stewart Street Elementary,,,,98.0,94.35,93.88,3.69,2.04,7.04
13185,Florida,Tampa Bay Boulevard Elementary,,,,98.0,94.35,93.88,3.69,2.04,7.04
13186,Florida,Venice Elementary,,,,98.0,94.35,93.88,5.102040816000001,2.04,7.04
13187,Florida,Hutchison Beach Elementary,,,,114.0,94.35,93.86,0.8771929829999999,2.04,7.04
13188,Florida,Frances Wakeland Elementary,,,,65.0,94.35,93.85,4.615384615,2.04,7.04
13189,Florida,Janie Howard Wilson,,,,65.0,94.35,93.85,1.5384615380000002,2.04,7.04
13190,Florida,Love Grove Elementary,,,,65.0,94.35,93.85,1.5384615380000002,2.04,7.04
13191,Florida,Palm Bay Elementary,,,,65.0,94.35,93.85,4.615384615,2.04,7.04
13192,Florida,S Bryan Jennings Elementary,,,,65.0,94.35,93.85,3.076923077,2.04,7.04
13193,Florida,Polk City Elementary,,,,81.0,94.35,93.83,3.703703704,2.04,7.04
13194,Florida,Sealey Elementary,,,,81.0,94.35,93.83,4.938271605,2.04,7.04
13195,Florida,Wilkinson Elementary,,,,81.0,94.35,93.83,1.234567901,2.04,7.04
13196,Florida,Champion Elementary,,,,97.0,94.35,93.81,3.69,2.04,7.04
13197,Florida,Skyview Elementary,,,,97.0,94.35,93.81,2.06185567,2.04,7.04
13198,Florida,Biscayne Elementary,,,,113.0,94.35,93.81,2.654867257,2.04,7.04
13199,Florida,Breakfast Point Academy,,,,113.0,94.35,93.81,3.539823009,2.04,7.04
13200,Florida,Peters Elementary,,,,113.0,94.35,93.81,5.309734513,2.04,7.04
13201,Florida,Phillippi Shores Elementary,,,,129.0,94.35,93.8,3.875968992,2.04,7.04
13202,Florida,Winston Park Elementary,,,,193.0,94.35,93.78,4.663212435,2.04,7.04
13203,Florida,Brentwood Elementary,,,,80.0,94.35,93.75,3.75,2.04,7.04
13204,Florida,Burney Elementary,,,,48.0,94.35,93.75,2.083333333,2.04,7.04
13205,Florida,Charles R Drew K-8 Center,,,,48.0,94.35,93.75,3.69,2.04,7.04
13206,Florida,Deerfield Beach Elementary,,,,80.0,94.35,93.75,5.0,2.04,7.04
13207,Florida,George W. Carver Elementary,,,,80.0,94.35,93.75,3.69,1.25,7.04
13208,Florida,Gilbert W Mcneal Elementary,,,,112.0,94.35,93.75,4.464285714,2.04,7.04
13209,Florida,Imagine Schools Chancellor Campus,,,,112.0,94.35,93.75,5.357142857,0.892857143,7.04
13210,Florida,Kendall Square K-8 Center,,,,16.0,94.35,93.75,3.69,2.04,7.04
13211,Florida,Orchard Villa Elementary,,,,48.0,94.35,93.75,3.69,2.04,7.04
13212,Florida,Orlo Vista Elementary,,,,96.0,94.35,93.75,1.041666667,2.04,7.04
13213,Florida,Palmetto Elementary,,,,144.0,94.35,93.75,0.694444444,0.694444444,7.04
13214,Florida,Southside Primary,,,,48.0,94.35,93.75,6.25,2.04,7.04
13215,Florida,Sunray Elementary,,,,80.0,94.35,93.75,2.5,2.04,7.04
13216,Florida,Suntree Elementary,,,,64.0,94.35,93.75,4.6875,2.04,7.04
13217,Florida,Toussaint L'Ouverture Elementary,,,,64.0,94.35,93.75,3.69,1.5625,7.04
13218,Florida,Allamanda Elementary,,,,111.0,94.35,93.69,4.504504505,0.900900901,7.04
13219,Florida,Ben Sheppard Elementary,,,,111.0,94.35,93.69,3.69,4.504504505,7.04
13220,Florida,Waterford Elementary,,,,111.0,94.35,93.69,0.900900901,0.900900901,7.04
13221,Florida,Coconut Palm Elementary,,,,95.0,94.35,93.68,5.263157895,2.04,7.04
13222,Florida,Mittye P. Locke Elementary,,,,95.0,94.35,93.68,3.157894737,2.04,7.04
13223,Florida,Shady Hill Elementary,,,,95.0,94.35,93.68,4.210526316,2.04,7.04
13224,Florida,Umatilla Elementary,,,,95.0,94.35,93.68,3.157894737,1.052631579,7.04
13225,Florida,Bayshore Elementary,,,,79.0,94.35,93.67,5.063291139,2.04,7.04
13226,Florida,Coral Park Elementary,,,,142.0,94.35,93.66,1.408450704,2.112676056,7.04
13227,Florida,Crestwood Elementary,,,,126.0,94.35,93.65,2.380952381,2.04,7.04
13228,Florida,Dania Elementary,,,,63.0,94.35,93.65,1.5873015869999998,2.04,7.04
13229,Florida,Patronis Elementary,,,,126.0,94.35,93.65,4.761904762,2.04,7.04
13230,Florida,Pierce Hammock Elementary,,,,63.0,94.35,93.65,6.349206349,2.04,7.04
13231,Florida,Red Bug Elementary,,,,126.0,94.35,93.65,2.380952381,2.04,7.04
13232,Florida,St. Cloud Preparatory Academy,,,,63.0,94.35,93.65,3.174603175,2.04,7.04
13233,Florida,Starke Elementary,,,,63.0,94.35,93.65,1.5873015869999998,1.5873015869999998,7.04
13234,Florida,Whispering Pines Elementary,,,,126.0,94.35,93.65,4.761904762,1.5873015869999998,7.04
13235,Florida,Pine Hills Elementary,,,,110.0,94.35,93.64,3.636363636000001,0.909090909,7.04
13236,Florida,Annie Lucy Williams Elementary,,,,94.0,94.35,93.62,3.191489362,2.127659574,7.04
13237,Florida,Caloosa Elementary,,,,141.0,94.35,93.62,4.964539007,0.709219858,7.04
13238,Florida,Christa Mcauliffe Elementary,,,,94.0,94.35,93.62,4.255319149,2.04,7.04
13239,Florida,Gulfstream Academy Of Hallandale Beach,,,,141.0,94.35,93.62,2.127659574,2.04,7.04
13240,Florida,Laura C. Saunders Elementary,,,,94.0,94.35,93.62,1.063829787,2.04,7.04
13241,Florida,Morningside Elementary,,,,94.0,94.35,93.62,5.319148936,2.04,7.04
13242,Florida,Sanders Park Elementary,,,,94.0,94.35,93.62,3.191489362,2.04,7.04
13243,Florida,Sparr Elementary,,,,47.0,94.35,93.62,4.255319149,2.04,7.04
13244,Florida,Thurgood Marshall Elementary,,,,47.0,94.35,93.62,2.127659574,2.04,7.04
13245,Florida,Doby Elementary,,,,125.0,94.35,93.6,2.4,2.04,7.04
13246,Florida,Evergreen Elementary,,,,78.0,94.35,93.59,1.282051282,2.04,7.04
13247,Florida,Hudson Elementary,,,,78.0,94.35,93.59,6.41025641,2.04,7.04
13248,Florida,Manatee Academy K-8,,,,78.0,94.35,93.59,3.846153846,2.04,7.04
13249,Florida,Mike Davis Elementary,,,,78.0,94.35,93.59,3.69,1.282051282,7.04
13250,Florida,Robinson Elementary,,,,78.0,94.35,93.59,2.564102564,2.04,7.04
13251,Florida,Silver Palms Elementary,,,,78.0,94.35,93.59,6.41025641,2.04,7.04
13252,Florida,Belleview Elementary,,,,109.0,94.35,93.58,4.587155963,0.917431193,7.04
13253,Florida,Davie Elementary,,,,109.0,94.35,93.58,1.834862385,2.04,7.04
13254,Florida,Elbert Elementary,,,,109.0,94.35,93.58,2.752293578,2.04,7.04
13255,Florida,Choices In Learning Charter,,,,140.0,94.35,93.57,3.571428571,2.04,7.04
13256,Florida,Gateway Environmental K-8 Learning Center,,,,140.0,94.35,93.57,3.69,0.7142857140000001,7.04
13257,Florida,Suncoast Elementary,,,,140.0,94.35,93.57,4.285714286,2.04,7.04
13258,Florida,Abess Park Elementary,,,,93.0,94.35,93.55,4.301075269,2.04,7.04
13259,Florida,Clair-Mel Elementary,,,,93.0,94.35,93.55,1.075268817,2.04,7.04
13260,Florida,Greenglade Elementary,,,,62.0,94.35,93.55,1.612903226,1.612903226,7.04
13261,Florida,Hammock Pointe Elementary,,,,155.0,94.35,93.55,3.225806452,2.04,7.04
13262,Florida,Moon Lake Elementary,,,,93.0,94.35,93.55,1.075268817,2.04,7.04
13263,Florida,Pine Villa Elementary,,,,31.0,94.35,93.55,3.225806452,3.225806452,7.04
13264,Florida,Franklin Academy Cooper City,,,,139.0,94.35,93.53,5.035971223,2.04,7.04
13265,Florida,Cypress Ridge Elementary,,,,108.0,94.35,93.52,3.703703704,0.925925926,7.04
13266,Florida,Hillsborough Academy Of Math And Science,,,,108.0,94.35,93.52,0.925925926,2.04,7.04
13267,Florida,Sutherland Elementary,,,,108.0,94.35,93.52,2.777777778,0.925925926,7.04
13268,Florida,Earlington Heights Elementary,,,,77.0,94.35,93.51,3.69,1.298701299,7.04
13269,Florida,Hammett Bowen Jr. Elementary,,,,123.0,94.35,93.5,2.43902439,2.04,7.04
13270,Florida,Conway Elementary,,,,92.0,94.35,93.48,4.347826087,2.04,7.04
13271,Florida,Corkscrew Elementary,,,,92.0,94.35,93.48,4.347826087,2.04,7.04
13272,Florida,Eisenhower Elementary,,,,92.0,94.35,93.48,2.173913043,2.04,7.04
13273,Florida,Gregory Drive Elementary,,,,92.0,94.35,93.48,3.260869565,1.086956522,7.04
13274,Florida,Hungerford Elementary,,,,46.0,94.35,93.48,2.173913043,2.04,7.04
13275,Florida,Morikami Park Elementary,,,,138.0,94.35,93.48,4.347826087,2.04,7.04
13276,Florida,Orange Grove Elementary,,,,46.0,94.35,93.48,6.52173913,2.04,7.04
13277,Florida,South Elementary,,,,92.0,94.35,93.48,4.347826087,2.04,7.04
13278,Florida,Sugar Mill Elementary,,,,92.0,94.35,93.48,5.434782609,2.04,7.04
13279,Florida,Middleton-Burney Elementary,,,,153.0,94.35,93.46,0.653594771,2.04,7.04
13280,Florida,Citrus Grove Elementary,,,,107.0,94.35,93.46,3.738317757,1.869158879,7.04
13281,Florida,River City Science Academy At Mandarin,,,,107.0,94.35,93.46,0.934579439,0.934579439,7.04
13282,Florida,Allapattah Flats K-8,,,,61.0,94.35,93.44,3.69,2.04,7.04
13283,Florida,Key Biscayne K-8 Center,,,,122.0,94.35,93.44,2.459016393,2.04,7.04
13284,Florida,Imagine Charter School At North Manatee,,,,76.0,94.35,93.42,1.315789474,2.04,7.04
13285,Florida,Highlands Elementary,,,,91.0,94.35,93.41,4.395604396,2.04,7.04
13286,Florida,Lake Myrtle Elementary,,,,91.0,94.35,93.41,4.395604396,2.04,7.04
13287,Florida,Norland Elementary,,,,91.0,94.35,93.41,3.69,1.098901099,7.04
13288,Florida,North Wauchula Elementary,,,,91.0,94.35,93.41,1.098901099,2.04,7.04
13289,Florida,Partin Elementary,,,,91.0,94.35,93.41,4.395604396,2.04,7.04
13290,Florida,River City Science Elementary Academy,,,,91.0,94.35,93.41,2.197802198,2.04,7.04
13291,Florida,Romeo Elementary,,,,91.0,94.35,93.41,3.69,1.098901099,7.04
13292,Florida,Freedom Shores Elementary,,,,136.0,94.35,93.38,2.205882353,2.04,7.04
13293,Florida,Citrus Grove Elementary,,,,151.0,94.35,93.38,4.635761589,0.662251656,7.04
13294,Florida,Spanish Lake Elementary,,,,181.0,94.35,93.37,0.5524861879999999,0.5524861879999999,7.04
13295,Florida,Bethune Mary M Elementary,,,,60.0,94.35,93.33,5.0,2.04,7.04
13296,Florida,Caribbean K-8 Center,,,,75.0,94.35,93.33,1.333333333,1.333333333,7.04
13297,Florida,Championship Academy Of Distinction At Hollywood,,,,60.0,94.35,93.33,5.0,2.04,7.04
13298,Florida,Dixieland Elementary,,,,60.0,94.35,93.33,3.333333333,1.666666667,7.04
13299,Florida,Miami Springs Elementary,,,,60.0,94.35,93.33,3.333333333,2.04,7.04
13300,Florida,Myrtle Grove K-8 Center,,,,45.0,94.35,93.33,3.69,2.04,7.04
13301,Florida,Osceola Magnet,,,,90.0,94.35,93.33,5.555555556,2.04,7.04
13302,Florida,Palmetto Elementary,,,,90.0,94.35,93.33,1.111111111,2.04,7.04
13303,Florida,Pershing Pine Castle Elementary,,,,75.0,94.35,93.33,3.69,1.333333333,7.04
13304,Florida,Sleepy Hill Elementary,,,,120.0,94.35,93.33,3.333333333,2.04,7.04
13305,Florida,South Daytona Elementary,,,,165.0,94.35,93.33,2.424242424,2.04,7.04
13306,Florida,Wyndham Lakes Elementary,,,,150.0,94.35,93.33,0.666666667,2.04,7.04
13307,Florida,Moss Park Elementary,,,,164.0,94.35,93.29,2.43902439,2.04,7.04
13308,Florida,Franklin Academy - Boynton Bea,,,,149.0,94.35,93.29,5.369127517000001,2.04,7.04
13309,Florida,Mill Creek Elementary,,,,119.0,94.35,93.28,3.361344538,0.840336135,7.04
13310,Florida,Northlake Park Community Elementary,,,,119.0,94.35,93.28,2.521008403,2.04,7.04
13311,Florida,Branford Elementary,,,,104.0,94.35,93.27,4.807692308,2.04,7.04
13312,Florida,Castle Hill Elementary,,,,104.0,94.35,93.27,3.69,2.04,7.04
13313,Florida,Coral Sunset Elementary,,,,104.0,94.35,93.27,5.769230769,2.04,7.04
13314,Florida,Discovery Elementary,,,,104.0,94.35,93.27,0.961538462,1.923076923,7.04
13315,Florida,Frontier Elementary,,,,89.0,94.35,93.26,1.123595506,2.04,7.04
13316,Florida,Oak Park Elementary,,,,89.0,94.35,93.26,3.69,1.123595506,7.04
13317,Florida,Poinciana Elementary,,,,89.0,94.35,93.26,3.370786517,2.04,7.04
13318,Florida,Wedgefield,,,,89.0,94.35,93.26,3.370786517,2.04,7.04
13319,Florida,Port Salerno Elementary,,,,133.0,94.35,93.23,0.7518796990000001,2.04,7.04
13320,Florida,Pinedale Elementary,,,,59.0,94.35,93.22,3.389830508,2.04,7.04
13321,Florida,Oak Grove Elementary,,,,103.0,94.35,93.2,3.69,2.04,7.04
13322,Florida,Hagen Road Elementary,,,,132.0,94.35,93.18,5.303030303,2.04,7.04
13323,Florida,Miami Heights Elementary,,,,88.0,94.35,93.18,3.69,2.272727273,7.04
13324,Florida,Scenic Heights Elementary,,,,117.0,94.35,93.16,2.564102564,2.04,7.04
13325,Florida,Agenoria S Paschal/Olinda Elementary,,,,73.0,94.35,93.15,1.369863014,1.369863014,7.04
13326,Florida,B.D. Gullett Elementary,,,,146.0,94.35,93.15,2.739726027,2.04,7.04
13327,Florida,Gulf Trace Elementary,,,,102.0,94.35,93.14,1.960784314,0.980392157,7.04
13328,Florida,Newberry Elementary,,,,102.0,94.35,93.14,2.9411764710000003,2.04,7.04
13329,Florida,Highly Inquisitive And Versatile Education (Hive) Preparator,,,,145.0,94.35,93.1,2.068965517,3.448275862,7.04
13330,Florida,Irving & Beatrice Peskoe K-8 Center,,,,87.0,94.35,93.1,3.69,1.149425287,7.04
13331,Florida,Stephen Foster Elementary,,,,101.0,94.35,93.07,3.69,2.04,7.04
13332,Florida,Madeira Beach Fundamental K-8,,,,72.0,94.35,93.06,5.555555556,2.04,7.04
13333,Florida,Mcdonald Elementary,,,,72.0,94.35,93.06,1.388888889,2.04,7.04
13334,Florida,True North Classical Academy South,,,,72.0,94.35,93.06,3.69,4.166666667,7.04
13335,Florida,Walden Lake Elementary,,,,144.0,94.35,93.06,1.388888889,1.388888889,7.04
13336,Florida,Parkway Elementary,,,,43.0,94.35,93.02,3.69,2.04,7.04
13337,Florida,Bexley Elementary,,,,143.0,94.35,93.01,5.594405594,2.04,7.04
13338,Florida,Hunter's Green Elementary,,,,100.0,94.35,93.0,5.0,2.04,7.04
